,geneid_symbol,S1,S2,S3,S4,S5,S6,I44,I51,I55,I69,geneid3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000004642.14_ Slbp, Slbp,5.389749,5.421707,6.096633,5.821357,4.834728,5.430371,12.122703,8.512094,5.310832,11.879503, Slbp,123.8292125,0.437905482,0.201068802,2.177888753,0.02941432,0.069947712
ENSMUSG00000004655.6_ Aqp1, Aqp1,115.325159,209.973224,191.62485,149.983241,171.421329,181.815985,96.83486,114.077518,129.493651,107.49521, Aqp1,4231.258242,-0.972626711,0.149592497,-6.501841537,7.93E-11,3.30E-09
ENSMUSG00000004661.16_ Arid3b, Arid3b,0.781663,1.31006,1.052005,1.778975,1.678731,1.974877,1.617614,2.469683,1.390604,2.238391, Arid3b,60.81174382,-0.130013142,0.258113509,-0.5037053,0.614468483,0.728361828
ENSMUSG00000004665.11_ Cnn2, Cnn2,13.997861,14.853728,13.593749,14.486327,15.015509,14.818969,28.30329,31.685085,21.384848,45.258391, Cnn2,526.0409197,0.716923722,0.13190347,5.435215012,5.47E-08,1.01E-06
ENSMUSG00000004667.19_ Polr2e, Polr2e,58.223941,62.872605,69.374914,76.082885,69.911381,69.002439,66.796239,79.751137,73.893714,85.695577, Polr2e,756.2461955,-0.224330459,0.094892754,-2.364042042,0.018076761,0.047095854
ENSMUSG00000004677.19_ Myo9b, Myo9b,7.18829,9.141071,7.281122,8.618014,8.028127,7.300515,10.076378,14.456168,11.501185,19.941799, Myo9b,828.1710926,0.406965537,0.119073846,3.417757572,0.000631393,0.002931149
ENSMUSG00000004698.12_ Hdac9, Hdac9,7.816479,7.472328,10.27979,6.467756,8.154875,10.68182,6.598606,11.612178,9.404667,9.079305, Hdac9,345.1338475,-0.236953761,0.159972102,-1.481219281,0.13854815,0.241057232
ENSMUSG00000004707.15_ Ly9, Ly9,0.269527,0.187529,0.088868,0.141135,0.183502,0.223325,2.794808,3.852799,1.219583,5.921287, Ly9,32.56124229,3.945570789,0.460443783,8.569060836,1.04E-17,3.04E-15
ENSMUSG00000004709.15_ Cd244a, Cd244a,0.034569,0.250696,0.03394,0.06982,0.032934,0,0.291313,0.78205,0.619669,1.740842, Cd244a,8.073253333,2.952760915,0.695700982,4.244296026,2.19E-05,0.000173179
ENSMUSG00000004730.16_ Adgre1, Adgre1,3.525911,4.114652,5.328962,5.019922,2.727716,3.889785,15.315643,24.66284,8.062549,37.535908, Adgre1,322.9837092,1.971062743,0.281206822,7.009299164,2.40E-12,1.51E-10
ENSMUSG00000004748.6_ Mtfp1, Mtfp1,89.265116,70.794219,82.606041,99.342013,88.276855,79.471136,97.258304,70.062562,84.791059,61.013823, Mtfp1,1131.731466,-0.484271488,0.188947032,-2.563001299,0.010377166,0.029824569
ENSMUSG00000004768.15_ Rab23, Rab23,2.885916,6.652151,2.968683,3.058873,3.366529,3.761934,4.428915,5.724095,5.776103,11.231255, Rab23,141.0431557,0.484078818,0.19435164,2.490736978,0.012747845,0.035235979
ENSMUSG00000004771.13_ Rab11a, Rab11a,48.661256,58.521121,55.04943,61.423093,47.479065,61.630196,75.820251,78.961567,61.88383,81.896811, Rab11a,842.4687545,-0.126515554,0.089390625,-1.415311208,0.15697727,0.264948689
ENSMUSG00000004788.12_ Eif2b2, Eif2b2,14.899429,18.960865,16.620472,20.835094,15.632221,16.961227,20.231685,25.27578,20.534026,36.700909, Eif2b2,297.5487482,-0.006135999,0.103752821,-0.059140554,0.952840158,0.970307167
ENSMUSG00000004789.11_ Dlst, Dlst,287.712078,251.569758,277.759958,322.255102,283.893857,279.091968,277.343171,274.914591,278.00036,239.522567, Dlst,8134.663088,-0.47452918,0.128530653,-3.691953392,0.000222538,0.001225316
ENSMUSG00000004791.8_ Pgf, Pgf,2.133472,4.245231,2.738272,2.737902,2.843628,3.847251,4.893594,6.962944,6.654845,8.874006, Pgf,63.54741968,0.699382891,0.189228845,3.695963431,0.000219055,0.0012102
ENSMUSG00000004798.15_ Ulk2, Ulk2,20.26741,23.705395,20.604992,23.785653,20.892783,23.726851,20.307285,29.434317,25.702389,28.15504, Ulk2,1318.885975,-0.207250338,0.07288892,-2.843372309,0.004463889,0.014967158
ENSMUSG00000004815.13_ Dgkq, Dgkq,4.134363,4.241657,3.909964,7.317829,3.44699,5.593276,4.502664,7.727237,7.88989,8.44226, Dgkq,218.6079159,0.22416784,0.128534475,1.744028916,0.081154048,0.157759426
ENSMUSG00000004837.3_ Grap, Grap,4.574505,6.630282,5.098729,7.502369,7.053705,5.910571,8.119237,11.215827,8.525523,12.488055, Grap,123.9255889,0.314252671,0.152223256,2.064419587,0.038977951,0.087847193
ENSMUSG00000004843.8_ Chmp2b, Chmp2b,21.40591,21.595456,22.186126,20.624356,20.232994,19.398024,28.429501,29.165863,26.098847,31.082456, Chmp2b,452.405256,0.07158991,0.094224724,0.7597784,0.447387056,0.581463659
ENSMUSG00000004846.11_ Plod3, Plod3,14.40412,23.375582,20.212578,18.017486,17.336337,22.173373,35.713949,56.850877,23.689769,61.938329, Plod3,698.7906258,0.789060406,0.138312007,5.704930645,1.16E-08,2.63E-07
ENSMUSG00000004849.15_ Ap1s1, Ap1s1,29.996341,27.040254,14.676633,25.13337,29.021526,22.769572,32.846544,38.315767,27.263609,48.478383, Ap1s1,267.2405634,0.407321879,0.109352687,3.724845653,0.000195435,0.001104375
ENSMUSG00000004865.17_ Srpk1, Srpk1,8.945215,10.198144,7.515412,10.071646,9.856657,9.712047,10.843329,11.575206,11.782316,17.247926, Srpk1,453.9059799,-0.061054104,0.099195777,-0.615490964,0.538230535,0.663703748
ENSMUSG00000004880.12_ Lbr, Lbr,7.123022,9.393269,8.23171,7.968126,8.580069,9.428437,9.952256,11.254683,9.693791,10.737939, Lbr,338.3094575,-0.085763902,0.106144461,-0.807992251,0.419095043,0.554367472
ENSMUSG00000004891.17_ Nes, Nes,5.053904,6.007897,5.447766,6.236856,6.576832,6.691876,10.240585,11.695949,8.461823,16.561736, Nes,539.929362,0.570509919,0.133974771,4.258338443,2.06E-05,0.000164468
ENSMUSG00000004895.10_ Prcc, Prcc,18.59139,22.772478,18.999568,22.522397,19.427263,20.088383,21.271748,23.323675,19.375368,27.847286, Prcc,464.2411693,-0.223096412,0.082520065,-2.70354139,0.00686049,0.021262654
ENSMUSG00000004896.17_ Mettl25b, Mettl25b,5.182773,6.22781,6.203059,5.285351,6.126592,5.714049,7.701781,6.604158,6.135871,8.292802, Mettl25b,173.6668717,-0.136777036,0.114651201,-1.192983889,0.232875683,0.358081187
ENSMUSG00000004897.18_ Hdgf, Hdgf,66.467841,67.719289,52.527349,56.688831,63.836341,60.073551,77.583891,75.647573,66.208539,76.936232, Hdgf,1330.71628,-0.062875027,0.095290771,-0.659822837,0.509367527,0.638780206
ENSMUSG00000004929.13_ Thop1, Thop1,6.152798,7.36643,6.11945,6.737515,6.517023,7.289863,7.29682,8.880801,6.292831,10.710837, Thop1,207.0286961,-0.161337246,0.106449473,-1.515622773,0.129614765,0.228947666
ENSMUSG00000004931.12_ Apba3, Apba3,43.322368,39.508705,41.160855,44.193653,43.935949,42.291369,48.135305,42.882536,44.828227,52.589231, Apba3,729.2837249,-0.252687298,0.100589682,-2.512059809,0.012002874,0.0335589
ENSMUSG00000004933.18_ Matk, Matk,0.715387,0.364842,0.159861,0.496303,0.356168,0.611342,0.770428,1.566585,1.080072,1.763982, Matk,15.40761333,1.218480437,0.416624354,2.924650045,0.003448438,0.012149696
ENSMUSG00000004934.15_ Pias4, Pias4,7.537041,9.295018,10.692632,10.513058,8.035527,8.618245,8.446565,11.714838,10.320709,13.931299, Pias4,251.6640256,-0.128146632,0.111495466,-1.149343888,0.250414208,0.378697689
ENSMUSG00000004936.9_ Map2k1, Map2k1,20.057345,19.0971,19.280887,22.154471,20.674721,20.384798,26.731147,32.208349,26.499388,37.063637, Map2k1,595.5427825,0.17937917,0.084495048,2.122954821,0.033757638,0.078257753
ENSMUSG00000004937.7_ Sgta, Sgta,46.213894,55.696576,49.722074,59.947242,47.395027,56.86888,54.223383,65.294212,59.636066,75.24913, Sgta,1056.782068,-0.105281843,0.076166271,-1.382263338,0.166890859,0.277799371
ENSMUSG00000004939.8_ Nmrk2, Nmrk2,5.209129,3.565866,3.272961,4.87513,6.153749,6.178454,11.269262,7.801967,5.989643,12.255241, Nmrk2,121.3893041,0.540395914,0.248220917,2.177076457,0.029474863,0.070078973
ENSMUSG00000004945.16_ Tmem242, Tmem242,57.638861,64.290275,64.712668,61.623183,63.452435,59.809341,76.801127,75.33571,74.581629,64.974008, Tmem242,543.082445,-0.139822848,0.120552342,-1.159851771,0.246109162,0.373695982
ENSMUSG00000004947.16_ Dtx2, Dtx2,2.469396,3.829202,3.288447,3.052218,3.612641,4.428808,4.597742,6.385333,5.1398,5.716465, Dtx2,118.3456925,0.22092399,0.145521254,1.518156177,0.128975032,0.227971238
ENSMUSG00000004951.11_ Hspb1, Hspb1,318.809369,271.177354,344.225396,347.83884,293.329061,361.990715,506.072963,550.622469,365.504204,540.803641, Hspb1,2928.474564,0.20065124,0.130199747,1.541103152,0.123291683,0.220271731
ENSMUSG00000004952.14_ Rasa4, Rasa4,4.92475,4.745851,4.877084,7.116472,4.988769,4.104069,10.524814,16.786168,11.466139,26.670547, Rasa4,226.3377951,1.015643755,0.180688223,5.620973736,1.90E-08,3.99E-07
ENSMUSG00000004980.17_ Hnrnpa2b1, Hnrnpa2b1,264.544327,259.265855,240.535082,246.790355,268.659032,270.233497,286.143601,283.189295,279.065485,278.900617, Hnrnpa2b1,4162.640158,-0.254688652,0.096794636,-2.631226915,0.008507721,0.025441657
ENSMUSG00000004994.13_ Yju2b, Yju2b,4.094851,5.975101,5.681767,4.877318,4.63425,3.845273,5.371897,6.148597,5.436565,6.932963, Yju2b,66.80592601,-0.034871584,0.167286756,-0.208453944,0.83487454,0.894654669
ENSMUSG00000004996.10_ Mri1, Mri1,5.174503,7.06525,4.737058,6.277483,3.856872,7.748514,6.83987,10.867696,6.366736,7.246759, Mri1,138.5181628,0.051753534,0.154137767,0.335761536,0.737050698,0.824606131
ENSMUSG00000005034.16_ Prkacb, Prkacb,16.271355,19.292126,15.71424,16.957052,17.253797,17.287245,21.19936,23.65042,19.934432,24.21923, Prkacb,906.76581,-0.022032064,0.063967727,-0.344424683,0.730526929,0.819896245
ENSMUSG00000005043.14_ Sgsh, Sgsh,2.917746,3.646032,2.697391,3.055059,1.956615,2.748056,4.942577,6.386671,4.169661,7.05445, Sgsh,182.5314044,0.591366154,0.149046944,3.967650318,7.26E-05,0.000481572
ENSMUSG00000005054.8_ Cstb, Cstb,25.011669,22.002401,14.498789,22.275559,21.596566,21.12482,41.770841,65.173009,34.996195,77.870176, Cstb,132.7884504,0.941549788,0.197564237,4.765790614,1.88E-06,2.19E-05
ENSMUSG00000005057.14_ Sh2b2, Sh2b2,0.10151,0.333316,0.207462,0.620586,0.128934,0.161879,0.929782,1.633028,0.642658,2.134552, Sh2b2,17.95874286,1.922629332,0.477965497,4.022527449,5.76E-05,0.000394788
ENSMUSG00000005069.13_ Pex5, Pex5,10.380941,12.273277,11.265654,13.581887,11.647257,11.583397,12.78276,19.333693,16.742498,18.03984, Pex5,413.0325276,0.009147009,0.087371828,0.104690599,0.916621322,0.947406617
ENSMUSG00000005078.17_ Jkamp, Jkamp,12.745133,13.427812,9.14049,14.795999,12.007632,11.716705,13.185463,16.549679,17.32263,16.419227, Jkamp,205.896365,-0.06792673,0.129586844,-0.524179211,0.600153899,0.716560535
ENSMUSG00000005087.18_ Cd44, Cd44,2.566113,4.840687,2.209594,2.042914,2.250175,2.047706,7.794161,11.398017,5.17687,13.164531, Cd44,202.8064297,1.378762104,0.251467631,5.482861146,4.19E-08,8.02E-07
ENSMUSG00000005089.16_ Slc1a2, Slc1a2,0.076015,0.198268,0.535081,0.069203,0.101059,0.145105,0.236852,0.318532,0.357493,0.256741, Slc1a2,13.24478289,0.271030368,0.486389823,0.557228698,0.577371185,0.697763296
ENSMUSG00000005102.14_ Eif2ak4, Eif2ak4,1.963445,2.511578,2.118116,2.185503,2.730083,2.380438,2.646424,4.64905,2.911946,4.645024, Eif2ak4,153.7900554,0.328023186,0.127312887,2.576512033,0.009980273,0.028857826
ENSMUSG00000005103.13_ Wdr1, Wdr1,42.410506,33.94915,29.923156,42.737001,35.025676,36.674879,57.600697,63.876256,46.251689,75.026234, Wdr1,1339.009257,0.312841918,0.128066425,2.442809807,0.014573415,0.039328422
ENSMUSG00000005107.14_ Slc2a9, Slc2a9,0.680301,0.876051,0.522548,0.683289,0.709731,0.441194,1.253178,1.327968,0.906106,1.747133, Slc2a9,30.95511686,0.738385841,0.252357349,2.925953392,0.003434024,0.012108675
ENSMUSG00000005124.11_ Ccn4, Ccn4,0.249028,1.053481,0.244229,0.179817,0.186033,0.271877,4.216177,7.285281,1.235891,9.305809, Ccn4,110.0861077,3.436754317,0.682902929,5.032566377,4.84E-07,6.59E-06
ENSMUSG00000005125.14_ Ndrg1, Ndrg1,12.390649,19.220982,15.07766,13.609077,13.171284,18.300278,16.946568,35.369473,22.034036,31.431523, Ndrg1,574.1730807,0.351953865,0.153697283,2.28991599,0.022026187,0.055243401
ENSMUSG00000005142.11_ Man2b1, Man2b1,15.609539,20.746499,14.852732,15.973676,14.796314,17.420256,24.985152,39.251159,23.980082,47.10986, Man2b1,909.4354666,0.631100207,0.131514091,4.798726901,1.60E-06,1.89E-05
ENSMUSG00000005150.17_ Wdr83, Wdr83,25.809417,24.766516,25.414571,29.19627,24.144895,24.97051,29.494465,31.142095,26.401248,29.535361, Wdr83,328.7670597,-0.197625666,0.108308074,-1.82466237,0.068051995,0.136771678
ENSMUSG00000005161.16_ Prdx2, Prdx2,222.309065,239.400237,236.898029,273.249084,218.55317,235.0182,242.378712,220.636074,249.551251,266.988484, Prdx2,2602.987251,-0.270746733,0.08600681,-3.147968562,0.001644094,0.00657542
ENSMUSG00000005198.16_ Polr2a, Polr2a,14.159241,18.251202,15.755726,16.618721,12.675758,17.177169,14.678184,27.698468,18.40762,28.022659, Polr2a,1351.91392,0.078278062,0.123030947,0.636246927,0.524615491,0.652224665
ENSMUSG00000005204.13_ Senp3, Senp3,12.684828,27.559726,21.10546,17.483394,16.275401,18.891426,22.552515,26.692427,23.184926,36.867097, Senp3,381.4213424,0.101714147,0.093538344,1.087405896,0.276857467,0.408279121
ENSMUSG00000005220.11_ Corin, Corin,53.499265,84.37013,79.862659,67.583904,68.094641,90.166865,56.708667,84.087839,76.70844,63.341307, Corin,3732.924795,-0.430684349,0.142611241,-3.019988782,0.00252784,0.00938544
ENSMUSG00000005225.16_ Plekha8, Plekha8,3.267325,3.808367,2.421965,3.232635,3.491009,3.418287,4.83143,3.718169,2.409181,4.752594, Plekha8,183.2033133,-0.002852732,0.147324803,-0.019363557,0.984551083,0.989836249
ENSMUSG00000005233.17_ Spc25, Spc25,1.093643,0.571003,0.450359,0.460169,0.741894,0.650351,3.271041,1.958293,1.720311,1.984904, Spc25,15.46908619,1.319743536,0.407303026,3.240200669,0.001194456,0.005041635
ENSMUSG00000005262.14_ Ufd1, Ufd1,24.72393,28.983134,29.411016,28.094836,26.026927,23.471853,21.980404,34.113171,24.534051,35.036156, Ufd1,461.0514126,-0.327425652,0.083178939,-3.936400901,8.27E-05,0.00054056
ENSMUSG00000005267.14_ Zfp287, Zfp287,0.745141,1.355568,1.019156,1.175942,1.392776,1.210854,1.522622,2.048846,1.237375,2.530062, Zfp287,41.01662144,0.203794136,0.212516152,0.95895834,0.337579733,0.471229928
ENSMUSG00000005268.21_ Prlr, Prlr,1.40708,1.088343,0.797487,1.107332,0.785633,0.90959,0.514737,0.933464,0.84036,0.918278, Prlr,93.64470541,-0.829291514,0.235777542,-3.517262527,0.000436022,0.002137716
ENSMUSG00000005299.7_ Letm1, Letm1,44.983751,43.733614,39.842849,48.038619,49.030718,42.431724,44.027923,47.456413,40.600754,36.509216, Letm1,1415.644777,-0.393874973,0.128763622,-3.058899455,0.002221517,0.008466304
ENSMUSG00000005312.16_ Ubqln1, Ubqln1,20.312613,21.048722,20.248293,20.129636,21.857544,21.480949,23.333884,28.906228,26.714877,27.755102, Ubqln1,883.6194386,-0.0470728,0.066690836,-0.705836109,0.480290064,0.612093199
ENSMUSG00000005338.15_ Cadm3, Cadm3,1.557952,1.256037,0.433018,0.730186,0.915323,1.030227,1.309438,1.721147,1.063657,1.968619, Cadm3,40.07333892,0.662489447,0.273370482,2.42341251,0.015375456,0.041128797
ENSMUSG00000005354.17_ Txn2, Txn2,157.160121,156.828675,155.810898,170.327933,162.393674,156.730268,161.129757,148.666497,163.152297,158.775604, Txn2,1873.547545,-0.373230273,0.10299067,-3.623923164,0.000290168,0.001529574
ENSMUSG00000005360.15_ Slc1a3, Slc1a3,0.456921,0.610126,0.495251,0.423045,0.146702,0.442154,1.555624,5.079917,1.114881,3.728444, Slc1a3,48.64510236,2.14607539,0.341498758,6.284284608,3.29E-10,1.17E-08
ENSMUSG00000005362.15_ Crbn, Crbn,19.791025,20.167412,19.890479,23.444,19.372282,20.600422,15.623798,26.441508,23.289669,21.9247, Crbn,453.9399541,-0.284781067,0.117775877,-2.417991482,0.015606442,0.041661669
ENSMUSG00000005370.5_ Msh6, Msh6,2.844177,3.461461,3.001418,2.961633,2.910361,3.129846,3.281972,4.922922,3.677235,4.950084, Msh6,162.3935086,0.06162068,0.110894209,0.555670858,0.578435882,0.698583514
ENSMUSG00000005371.16_ Fbxo11, Fbxo11,13.361196,14.540458,14.120629,11.454412,12.16357,14.756786,14.527913,19.9807,15.523655,16.595341, Fbxo11,595.2139213,-0.008785119,0.083333445,-0.105421282,0.916041529,0.947031342
ENSMUSG00000005373.14_ Mlxipl, Mlxipl,22.404367,20.138355,21.020773,28.344822,24.547024,26.87045,14.983002,13.663448,23.132256,16.799436, Mlxipl,598.3188268,-0.719629936,0.159796723,-4.503408611,6.69E-06,6.39E-05
ENSMUSG00000005374.14_ Tbl2, Tbl2,5.231398,6.027406,2.604999,5.09585,3.135391,2.747917,3.76654,4.534017,3.701791,8.117234, Tbl2,234.7518726,0.266083386,0.145925554,1.823418714,0.068239998,0.137027653
ENSMUSG00000005378.18_ Bud23, Bud23,11.496712,13.421954,11.283246,16.532945,12.904869,13.807512,13.966746,17.525223,14.542882,20.868599, Bud23,199.0022485,-0.066203547,0.114940496,-0.575981043,0.564627995,0.686922143
ENSMUSG00000005397.9_ Nid1, Nid1,27.2103,47.951555,32.263087,39.181849,34.673698,35.087594,58.043926,98.893022,69.230123,140.653084, Nid1,3507.817184,0.822077278,0.143997289,5.708977484,1.14E-08,2.59E-07
ENSMUSG00000005410.7_ Mcm5, Mcm5,1.354506,1.469072,1.265393,1.748165,1.116337,1.477603,2.696064,3.578661,2.801771,4.780137, Mcm5,57.75921194,0.841568376,0.199818763,4.211658431,2.54E-05,0.00019538
ENSMUSG00000005413.9_ Hmox1, Hmox1,12.070979,35.75743,42.490907,69.030689,24.22326,58.550371,24.911395,48.177835,31.068397,65.393964, Hmox1,628.7760979,-0.35357515,0.451902238,-0.782415133,0.433970643,0.569334047
ENSMUSG00000005417.18_ Mprip, Mprip,52.911976,58.580059,55.907431,58.447076,55.75507,57.077288,62.962143,85.941083,73.262652,106.430829, Mprip,3144.30933,0.063520911,0.067255956,0.944465223,0.344931965,0.479387053
ENSMUSG00000005442.14_ Cic, Cic,18.377891,26.14753,16.559308,25.340464,18.111142,23.59668,20.72628,30.719765,20.771001,44.164695, Cic,1291.376561,-0.026774096,0.11698098,-0.228875632,0.818965581,0.884401875
ENSMUSG00000005447.13_ Pafah1b3, Pafah1b3,1.404879,2.110089,0.782807,2.016563,1.527707,0.99014,2.675937,5.857462,3.457458,5.916754, Pafah1b3,17.55218989,1.259190222,0.369621655,3.406700351,0.000657533,0.00303551
ENSMUSG00000005465.10_ Il27ra, Il27ra,0.928179,1.958043,1.074705,1.492929,0.532471,1.059098,1.442412,2.581866,1.96252,4.434612, Il27ra,44.95135198,0.734360268,0.300293433,2.44547562,0.014466123,0.039135549
ENSMUSG00000005469.11_ Prkaca, Prkaca,119.930671,125.448689,113.922377,126.548608,114.571606,121.981294,114.371097,118.809919,126.883108,123.309919, Prkaca,2900.603233,-0.373426283,0.085517909,-4.366644224,1.26E-05,0.000109091
ENSMUSG00000005470.9_ Asf1b, Asf1b,0.840054,0.901625,0.71578,0.734257,0.320962,0.537059,1.573512,0.863063,1.21916,2.257077, Asf1b,17.00951105,0.720649039,0.369559822,1.950019986,0.051173737,0.108998813
ENSMUSG00000005481.19_ Ddx39a, Ddx39a,11.212707,9.982262,8.831789,12.921436,9.521746,10.474692,13.020154,18.342862,11.991619,17.849829, Ddx39a,221.2652282,0.161143824,0.128314867,1.255846872,0.209171494,0.329913172
ENSMUSG00000005483.11_ Dnajb1, Dnajb1,4.080242,5.202949,5.329905,6.181924,7.353088,7.325877,6.777649,9.038238,6.612005,14.15335, Dnajb1,225.4952494,0.204791192,0.198700081,1.030654796,0.30270273,0.435804172
ENSMUSG00000005501.15_ Usp40, Usp40,9.234555,9.207373,9.230824,9.564093,8.794634,9.286607,11.249237,11.459181,10.694971,10.797067, Usp40,500.2793188,-0.136207218,0.103954415,-1.310259099,0.190108199,0.306935774
ENSMUSG00000005505.13_ Kbtbd4, Kbtbd4,8.682979,10.106094,7.386527,8.718995,8.461819,8.182969,7.70617,10.189025,8.813417,8.063189, Kbtbd4,207.5590065,-0.37282211,0.119446909,-3.121236976,0.00180093,0.007115792
ENSMUSG00000005506.17_ Celf1, Celf1,19.783026,25.259136,20.296934,26.89863,21.502168,23.030177,23.932831,24.640353,23.537995,24.357575, Celf1,1245.152021,-0.211648359,0.077708073,-2.723634128,0.006456799,0.020337661
ENSMUSG00000005510.10_ Ndufs3, Ndufs3,366.55218,325.837074,359.259306,411.623893,358.726814,375.419949,338.562942,329.882758,329.64001,300.773647, Ndufs3,3175.45884,-0.573661249,0.134351982,-4.269838381,1.96E-05,0.000157332
ENSMUSG00000005514.15_ Por, Por,25.906,28.971951,24.854358,33.369538,29.019207,34.403602,28.974488,48.314838,28.656084,44.229753, Por,824.3250632,-0.044481772,0.123804197,-0.359291308,0.719377176,0.81252992
ENSMUSG00000005533.11_ Igf1r, Igf1r,4.156036,7.889719,5.473852,5.13762,4.825514,7.0207,5.877243,9.142241,7.349536,9.663756, Igf1r,723.4436237,0.054469705,0.153428617,0.355016596,0.722577158,0.814718728
ENSMUSG00000005534.11_ Insr, Insr,32.810437,26.084202,29.95828,40.373168,33.10375,43.033629,25.792492,41.304265,33.672859,37.232018, Insr,3118.230208,-0.340028973,0.12466867,-2.727461304,0.006382374,0.02015305
ENSMUSG00000005566.15_ Trim28, Trim28,31.000859,43.061414,33.756055,27.676233,21.712347,41.80066,40.239034,56.63558,34.950951,61.177048, Trim28,900.9581063,0.173013212,0.088918217,1.945756645,0.051683979,0.109776878
ENSMUSG00000005575.17_ Ube2m, Ube2m,103.815598,97.526944,98.18393,103.399452,104.873971,97.696234,121.888953,124.056767,100.260308,130.474367, Ube2m,1056.038731,-0.150832615,0.089665574,-1.682168624,0.092536146,0.175386567
ENSMUSG00000005580.12_ Adcy9, Adcy9,7.325258,10.149871,8.693935,9.3808,8.122691,10.016435,6.818717,10.561879,8.909315,9.971573, Adcy9,462.8100642,-0.36762482,0.102173406,-3.598048007,0.000320614,0.001659398
