,geneid_symbol,S1,S2,S3,S4,S5,S6,I44,I51,I55,I69,geneid3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000003484.5_ Cyp4f18, Cyp4f18,0.711788,0.537269,0.408301,0.717714,0.73684,0.455209,2.304602,3.761609,1.453299,4.869599, Cyp4f18,23.14096544,1.851844178,0.350308133,5.286329387,1.25E-07,2.10E-06
ENSMUSG00000003500.14_ Impdh1, Impdh1,10.758117,14.536096,9.704062,10.45819,11.745839,10.469832,13.847526,20.817271,14.587588,22.736753, Impdh1,337.5860903,0.257494969,0.115889683,2.221897254,0.02629025,0.063886038
ENSMUSG00000003518.14_ Dusp3, Dusp3,39.055513,43.173885,34.412294,35.46588,35.661879,35.090918,42.659346,52.400266,49.166658,61.440894, Dusp3,1448.673866,0.103044219,0.068847609,1.496700041,0.134471326,0.235558402
ENSMUSG00000003526.13_ Prodh, Prodh,15.750817,22.985578,22.381795,18.959513,19.766513,22.00576,15.861952,16.387576,17.025692,14.292733, Prodh,408.2718127,-0.72237231,0.124190094,-5.816666103,6.00E-09,1.50E-07
ENSMUSG00000003527.10_ Ess2, Ess2,4.458858,5.841023,5.357617,6.422003,4.258022,6.030684,5.820869,8.852072,5.937625,9.497107, Ess2,145.6445439,0.028922566,0.128789315,0.224572714,0.822311694,0.886044737
ENSMUSG00000003528.16_ Slc25a1, Slc25a1,5.157229,8.363901,3.409466,5.394953,3.836544,5.310253,6.436563,13.620105,7.235036,15.350229, Slc25a1,106.4376206,0.79480832,0.225364587,3.526766687,0.000420667,0.002077193
ENSMUSG00000003531.16_ Dgcr6, Dgcr6,22.05866,24.458202,23.306937,23.460812,25.562507,24.334152,23.312275,26.160809,25.900051,33.489, Dgcr6,247.2896297,-0.199685024,0.098419192,-2.02892362,0.042466071,0.094042261
ENSMUSG00000003534.18_ Ddr1, Ddr1,13.317523,16.556721,10.068769,10.873236,10.285234,9.732039,13.645128,19.536872,16.192006,25.694414, Ddr1,496.3339914,0.252952636,0.12394848,2.040788524,0.041271852,0.091988095
ENSMUSG00000003541.7_ Ier3, Ier3,20.802601,26.701066,27.150441,26.035282,28.034619,44.581497,32.3461,44.083538,28.3254,54.800969, Ier3,336.1181833,0.049783683,0.188099109,0.2646673,0.79126577,0.86366616
ENSMUSG00000003545.4_ Fosb, Fosb,0.105345,0.104418,0.372895,0.159656,0.396905,0.419946,0.422115,0.674663,0.509269,2.240932, Fosb,19.16753902,1.355566875,0.563911353,2.403865198,0.016222754,0.042965719
ENSMUSG00000003546.11_ Klc4, Klc4,13.41402,17.036453,13.683662,17.3819,14.039772,15.174761,15.273758,19.827476,16.870648,22.45541, Klc4,397.8973642,-0.098011628,0.088197157,-1.111278775,0.266448373,0.396421475
ENSMUSG00000003549.10_ Ercc1, Ercc1,20.012528,25.058478,20.628772,19.572049,14.529193,25.515291,19.016724,30.38888,27.642633,33.204616, Ercc1,185.458406,0.023213113,0.115527111,0.200932165,0.840751616,0.898467915
ENSMUSG00000003559.9_ As3mt, As3mt,37.377146,36.481697,34.301526,37.167749,35.264714,36.592175,30.890491,28.095314,34.313725,24.826405, As3mt,592.0319296,-0.64874102,0.141582905,-4.582057552,4.60E-06,4.65E-05
ENSMUSG00000003573.16_ Homer3, Homer3,5.962218,6.649933,4.62652,6.932025,7.490656,9.365891,11.407787,19.439896,12.565822,18.138293, Homer3,188.0343547,0.687153494,0.153373644,4.480257978,7.46E-06,7.03E-05
ENSMUSG00000003575.14_ Crtc1, Crtc1,4.491199,4.913706,4.462317,4.080267,4.126425,4.366136,4.272352,6.826099,5.512354,8.579476, Crtc1,305.5467651,-0.030704696,0.104287862,-0.294422526,0.768435056,0.846427793
ENSMUSG00000003581.15_ Rnf215, Rnf215,6.619246,11.897863,8.389662,6.579391,5.464393,9.382354,8.528933,15.192532,10.972232,16.258842, Rnf215,162.0145749,0.303553846,0.166960627,1.818116352,0.069046351,0.138367115
ENSMUSG00000003585.14_ Sec14l2, Sec14l2,0.253355,0.400108,0.433731,0.365468,0.611925,0.423718,0.716308,1.394729,0.589401,1.38103, Sec14l2,14.58275625,1.155057114,0.358597453,3.221041045,0.001277259,0.005337892
ENSMUSG00000003604.15_ Aven, Aven,8.062353,10.590414,6.242135,8.890342,9.351383,8.582888,8.737289,10.176572,9.021998,10.627097, Aven,184.844737,-0.335601636,0.130513213,-2.571399686,0.010128835,0.029213652
ENSMUSG00000003617.17_ Cp, Cp,25.807867,30.354676,22.446765,22.475401,28.164485,36.071087,29.721778,59.871643,45.26597,29.74362, Cp,1322.458662,0.14616249,0.184166238,0.793644327,0.42740252,0.562575003
ENSMUSG00000003623.5_ Crot, Crot,13.555962,14.386042,14.117293,14.861637,14.336553,16.251143,15.70816,17.972984,17.974529,19.155136, Crot,502.6644578,-0.115793772,0.082187727,-1.40889371,0.1588666,0.267292239
ENSMUSG00000003644.18_ Rps6ka1, Rps6ka1,2.670474,2.941184,2.463098,2.698606,2.341216,3.118972,5.684205,8.427095,4.540889,9.719553, Rps6ka1,135.0778206,0.89782805,0.165932009,5.410818905,6.27E-08,1.14E-06
ENSMUSG00000003660.11_ Snrnp200, Snrnp200,21.688128,24.911108,20.356998,22.705913,19.772189,23.170356,19.407538,28.121225,23.62118,28.707072, Snrnp200,1668.376846,-0.229477846,0.071401316,-3.2139162,0.001309379,0.005441985
ENSMUSG00000003662.11_ Ciao1, Ciao1,29.165108,28.75365,20.213584,24.834403,25.464416,23.484639,22.473958,35.424947,21.9764,40.070891, Ciao1,415.3629288,-0.08074496,0.098436775,-0.820272307,0.41206089,0.546883809
ENSMUSG00000003665.8_ Has1, Has1,0.046696,0.366324,0.102806,0.386665,0.31187,0.313166,0.559895,0.974323,1.521995,2.261491, Has1,14.34116753,1.820197026,0.498653847,3.650221563,0.000262014,0.001407213
ENSMUSG00000003680.17_ Taf6l, Taf6l,3.597546,2.537002,3.146938,3.415477,2.279776,2.346177,3.663394,3.838994,2.232023,4.301014, Taf6l,63.60850317,-0.089398822,0.222279283,-0.402191425,0.687543152,0.787084415
ENSMUSG00000003721.15_ Insig2, Insig2,30.960151,31.695089,31.50109,33.325458,51.226977,27.667068,30.902119,44.765872,29.905385,36.618249, Insig2,656.8712671,-0.132033635,0.104961964,-1.257918876,0.208421096,0.32890508
ENSMUSG00000003731.14_ Kpna6, Kpna6,20.147128,18.408596,16.765264,20.034434,19.427269,19.946683,14.877912,20.555785,20.552942,21.759691, Kpna6,1045.167441,-0.251156586,0.065289823,-3.8467953,0.000119673,0.00073727
ENSMUSG00000003746.17_ Man1a, Man1a,8.833494,14.157436,9.200621,8.805492,9.718373,10.714927,11.822869,22.706313,13.973292,20.147728, Man1a,612.6872796,0.362930594,0.117670729,3.084289494,0.002040389,0.007900031
ENSMUSG00000003752.10_ Itpkc, Itpkc,1.955663,2.661996,3.52,3.118339,1.898549,3.111969,3.317623,3.760987,3.558803,7.500845, Itpkc,110.2519704,0.28790167,0.196940828,1.461868892,0.143777141,0.247592055
ENSMUSG00000003762.14_ Coq8b, Coq8b,4.431889,4.871024,3.813606,6.56901,2.894087,4.316618,5.364543,8.339067,6.296686,9.315776, Coq8b,115.025052,0.288614314,0.155092128,1.860921743,0.062755229,0.128209607
ENSMUSG00000003778.15_ Brd8, Brd8,8.745581,12.228954,10.299027,10.112735,8.715596,9.89852,10.11426,14.521843,11.288089,17.103486, Brd8,441.8916641,0.032690518,0.103644027,0.315411505,0.752449233,0.834993181
ENSMUSG00000003779.17_ Kif20a, Kif20a,1.828305,1.701572,1.161001,2.2844,1.796822,1.572577,4.064263,3.208555,2.001441,4.954151, Kif20a,94.33350254,0.656113622,0.237822929,2.758832488,0.005800826,0.018612049
ENSMUSG00000003808.19_ Farsa, Farsa,11.41484,10.66527,11.604686,12.141211,11.272726,12.484055,13.931245,16.863773,12.740138,15.701663, Farsa,239.6985215,-0.055802544,0.112444786,-0.496266176,0.619706627,0.732583758
ENSMUSG00000003809.15_ Gcdh, Gcdh,34.219003,33.390707,36.485753,37.447424,35.646478,38.61574,29.084156,34.403886,36.762751,27.46175, Gcdh,725.2529805,-0.621630631,0.132486675,-4.692023777,2.71E-06,2.98E-05
ENSMUSG00000003810.15_ Mast2, Mast2,51.801298,59.070311,57.521955,63.716763,55.032332,59.931854,49.653625,65.257062,63.73341,55.03844, Mast2,3006.29652,-0.319117224,0.083033514,-3.843234019,0.000121424,0.000746302
ENSMUSG00000003812.14_ Dnase2a, Dnase2a,3.827278,5.066945,3.015285,4.7248,3.139162,4.71415,6.170337,11.616302,6.683834,12.111146, Dnase2a,105.1425349,0.650111774,0.164298424,3.95689599,7.59E-05,0.000500222
ENSMUSG00000003813.16_ Rad23a, Rad23a,51.960258,44.308078,41.752931,47.745786,49.053667,49.180976,39.868243,51.94263,43.947804,49.98033, Rad23a,784.8055814,-0.365915391,0.083639036,-4.374935551,1.21E-05,0.000105881
ENSMUSG00000003814.9_ Calr, Calr,108.658329,125.606964,122.452016,113.778395,115.19664,120.856004,159.214634,181.166365,151.080034,205.482373, Calr,2915.679078,0.135981922,0.055209447,2.463019098,0.013777258,0.037597804
ENSMUSG00000003847.17_ Nfat5, Nfat5,10.618598,11.369117,9.45727,10.052013,10.690436,11.016888,8.200451,14.550635,11.631565,16.035227, Nfat5,1411.468996,-0.074255182,0.09046104,-0.820852629,0.411730216,0.546666309
ENSMUSG00000003848.15_ Nob1, Nob1,13.69564,13.545531,15.754581,16.273969,15.813841,15.848169,15.753245,23.192728,18.302901,19.302034, Nob1,271.9532898,-0.115126462,0.112384483,-1.024398203,0.30564723,0.438838593
ENSMUSG00000003849.9_ Nqo1, Nqo1,29.54096,26.682411,26.201442,27.376553,26.671478,25.249283,21.376504,32.101408,35.054001,32.207794, Nqo1,433.0422067,-0.232839289,0.132514325,-1.757087687,0.078902864,0.154183418
ENSMUSG00000003865.17_ Gys1, Gys1,55.185396,51.23167,53.665062,70.759143,59.56427,56.934999,46.816722,62.23298,52.333373,52.504706, Gys1,2221.834071,-0.527804215,0.116923989,-4.51407979,6.36E-06,6.10E-05
ENSMUSG00000003868.15_ Ruvbl2, Ruvbl2,10.908271,11.85388,12.653941,13.941155,11.587176,11.838503,12.091601,15.186282,12.102101,19.992765, Ruvbl2,275.7371295,-0.196748742,0.113594264,-1.732030615,0.083268112,0.160985835
ENSMUSG00000003873.12_ Bax, Bax,16.997946,23.352322,16.61049,18.924517,23.153667,17.968109,38.217276,40.904818,28.541607,49.257456, Bax,204.560184,0.603057689,0.138985273,4.339004253,1.43E-05,0.00012132
ENSMUSG00000003882.6_ Il7r, Il7r,0,0.21206,0,0.079416,0,0.0501,0.443933,0.777265,0.166929,1.107964, Il7r,8.748861031,2.981281674,0.825661202,3.61078087,0.000305277,0.001595128
ENSMUSG00000003923.15_ Tfam, Tfam,35.630715,23.601434,19.247945,29.876875,29.391562,25.916943,36.742823,15.399637,26.714131,22.271778, Tfam,442.4750199,-0.330998765,0.15725862,-2.104805223,0.035308266,0.08106679
ENSMUSG00000003929.12_ Zfp81, Zfp81,1.838555,1.381484,2.121061,0.791516,1.167084,0.953638,0.854882,1.738223,2.118858,2.685131, Zfp81,85.12246986,-0.283470486,0.197794062,-1.433159737,0.151812193,0.257919717
ENSMUSG00000003934.6_ Efnb3, Efnb3,24.655565,26.155057,27.19816,29.6564,25.097622,28.30233,19.711523,23.123442,25.872193,13.24907, Efnb3,864.3677382,-0.746852875,0.187527547,-3.982630213,6.82E-05,0.000457519
ENSMUSG00000003948.18_ Mmd, Mmd,15.996025,17.093894,15.13437,15.377216,17.536931,18.082773,18.57344,19.720869,16.787048,20.164517, Mmd,490.4415169,-0.208016845,0.092820935,-2.241055263,0.025022496,0.06132827
ENSMUSG00000003949.17_ Hlf, Hlf,5.591538,13.376239,8.474638,6.631231,8.272057,8.462163,5.542703,5.547956,9.846978,6.054232, Hlf,396.1846597,-0.686818279,0.19226075,-3.572327064,0.000353823,0.00179931
ENSMUSG00000003955.9_ Fam162a, Fam162a,120.973922,109.627255,102.756831,122.311502,128.503102,111.930293,142.151346,166.333522,111.740627,139.47958, Fam162a,651.67744,-0.139908811,0.123498687,-1.132876915,0.257265945,0.38585477
ENSMUSG00000003970.10_ Rpl8, Rpl8,350.490438,427.050799,386.325804,397.294388,381.5277,380.146912,521.95166,615.493625,422.93285,665.183414, Rpl8,3139.168154,0.117220134,0.081412653,1.439826974,0.149916358,0.255811981
ENSMUSG00000003992.16_ Ssbp2, Ssbp2,14.624639,23.00546,15.117936,16.519084,17.033208,17.74691,22.077942,26.314847,20.290174,31.970257, Ssbp2,303.6620436,0.078302119,0.113179556,0.691839781,0.489037951,0.619946593
ENSMUSG00000004018.10_ Fancl, Fancl,2.440492,2.001755,1.84984,2.74659,1.526639,3.709879,2.626938,2.452517,2.0796,1.76095, Fancl,58.13404917,-0.304589066,0.205870449,-1.479518151,0.139001884,0.241622209
ENSMUSG00000004032.11_ Gstm5, Gstm5,28.950265,38.380066,30.664159,29.573216,36.460949,33.568655,35.529069,39.821482,37.52242,34.896126, Gstm5,281.6094094,-0.216029314,0.115819881,-1.865217886,0.06215087,0.127272399
ENSMUSG00000004035.13_ Gstm7, Gstm7,28.626347,28.860255,36.571032,37.798937,33.441835,29.387684,33.380569,28.416476,30.412965,14.634473, Gstm7,342.1080366,-0.622345615,0.215055426,-2.893884737,0.003805078,0.013120614
ENSMUSG00000004040.17_ Stat3, Stat3,42.037609,59.537554,39.450584,45.945371,44.403388,57.468388,49.298189,71.91064,55.080281,72.022078, Stat3,2346.712956,0.046801756,0.104629821,0.447307997,0.654652694,0.762143399
ENSMUSG00000004043.15_ Stat5a, Stat5a,9.843341,11.153275,9.476687,9.887842,8.663747,10.978715,8.778167,12.365314,9.494058,9.134965, Stat5a,382.0414438,-0.425114781,0.107038966,-3.971589025,7.14E-05,0.000475603
ENSMUSG00000004044.10_ Cavin1, Cavin1,63.597445,75.277257,67.838926,78.029055,71.839254,69.344017,87.503005,97.293118,104.065483,109.93028, Cavin1,2934.264715,0.145519852,0.074025219,1.965814549,0.049320037,0.105980279
ENSMUSG00000004054.10_ Map3k11, Map3k11,9.161494,11.742954,10.485034,15.328204,12.082337,11.592406,16.627601,17.866343,14.11273,21.248872, Map3k11,553.8442119,0.192185148,0.121757365,1.578427289,0.11446748,0.207877637
ENSMUSG00000004056.17_ Akt2, Akt2,67.804613,72.994182,64.040209,71.487474,68.061576,79.432981,63.858657,86.970926,70.574159,69.476048, Akt2,2324.995662,-0.304139007,0.077404164,-3.929233153,8.52E-05,0.000553891
ENSMUSG00000004069.18_ Dnaja3, Dnaja3,71.516096,63.827489,66.264053,78.693501,67.982923,71.081077,75.161958,66.55021,72.066307,55.110774, Dnaja3,1882.980895,-0.418740014,0.150869838,-2.775505164,0.005511602,0.017836857
ENSMUSG00000004070.16_ Hmox2, Hmox2,40.698903,47.397108,38.694373,39.483497,37.421783,38.213404,51.558664,53.255206,46.033748,54.635986, Hmox2,602.6607018,0.004327872,0.090418597,0.04786484,0.961823961,0.976346274
ENSMUSG00000004071.14_ Cdip1, Cdip1,28.894231,34.238313,29.263522,27.349477,29.970734,32.208509,27.757155,28.275781,27.277597,29.398509, Cdip1,884.4922468,-0.42169077,0.073831848,-5.711502305,1.12E-08,2.56E-07
ENSMUSG00000004085.15_ Map3k20, Map3k20,47.877531,48.389685,54.521539,52.813783,48.045411,58.454946,42.958654,57.012159,55.187923,41.559863, Map3k20,3212.267328,-0.46489142,0.122305807,-3.801057613,0.00014408,0.000858194
ENSMUSG00000004096.10_ Cwc15, Cwc15,47.400844,44.773437,40.593025,43.23948,41.758893,44.085978,49.767273,48.446247,42.944243,49.064585, Cwc15,393.9098342,-0.223783478,0.107014255,-2.091155777,0.036514102,0.08320874
ENSMUSG00000004098.8_ Col5a3, Col5a3,6.229216,8.301224,4.777689,5.828715,4.871514,3.650585,10.843119,17.567629,10.694869,17.507055, Col5a3,581.1047471,0.930143922,0.185157928,5.023516569,5.07E-07,6.86E-06
ENSMUSG00000004099.17_ Dnmt1, Dnmt1,5.009602,6.739227,5.544865,6.404352,5.114929,4.635305,7.183761,9.420548,7.36217,10.28743, Dnmt1,363.5681281,0.196735428,0.111120886,1.770463099,0.076650026,0.150544097
ENSMUSG00000004100.13_ Ppan, Ppan,4.240062,5.458392,3.689464,6.201195,5.271634,6.060593,8.078991,9.495351,8.737807,13.05936, Ppan,117.2531484,0.535336127,0.151852147,3.525377393,0.00042288,0.002085762
ENSMUSG00000004105.9_ Angptl2, Angptl2,22.460291,32.60656,19.761351,26.426989,25.125134,25.36143,36.37886,51.038868,38.674903,66.728238, Angptl2,1181.155036,0.509368724,0.120755828,4.218170948,2.46E-05,0.000190796
ENSMUSG00000004127.13_ Trmt10a, Trmt10a,2.013411,0.55033,0.845853,1.238798,0.651756,2.2337,0.620546,2.011009,1.842632,1.78325, Trmt10a,32.67825892,0.217229429,0.252475309,0.860398707,0.389569298,0.524218685
ENSMUSG00000004151.18_ Etv1, Etv1,3.021413,8.249454,2.84851,2.245226,2.209638,4.228846,2.811484,5.28835,2.516083,3.94445, Etv1,168.164538,-0.324999995,0.280468695,-1.158774581,0.246548081,0.374232412
ENSMUSG00000004187.12_ Kifc2, Kifc2,3.410089,4.231232,2.883915,3.026802,2.615845,3.546986,2.873994,3.522422,3.348891,5.46447, Kifc2,116.4256009,-0.159167521,0.154420276,-1.03074237,0.30266165,0.435804172
ENSMUSG00000004207.16_ Psap, Psap,578.407005,585.678048,583.975716,678.045466,587.053634,633.038954,636.389788,811.867543,658.377401,833.065963, Psap,18507.9918,-0.124032985,0.069814729,-1.776601969,0.075633752,0.148927378
ENSMUSG00000004221.17_ Ikbkg, Ikbkg,13.115391,18.122508,13.769641,13.741361,9.296197,12.861569,10.097647,14.290559,14.868777,17.45645, Ikbkg,558.7761899,-0.255692961,0.07939338,-3.220582891,0.001279302,0.005344077
ENSMUSG00000004233.15_ Wars2, Wars2,2.527048,1.789968,2.072701,2.578476,1.993836,3.327844,2.599254,2.526649,2.450173,2.461581, Wars2,106.6211068,-0.26926085,0.158328623,-1.700645436,0.089009587,0.169807288
ENSMUSG00000004263.16_ Atn1, Atn1,16.261128,20.092052,15.586813,19.114574,18.284422,17.252995,16.237635,25.493681,23.045978,30.469799, Atn1,952.3359107,-0.021490738,0.100692734,-0.213428883,0.830992454,0.891952765
ENSMUSG00000004264.18_ Phb2, Phb2,170.933124,156.839067,168.86872,195.301065,170.709438,174.431455,198.135493,190.052407,161.82106,176.518956, Phb2,2246.705676,-0.308466683,0.116621889,-2.645015316,0.008168722,0.024579285
ENSMUSG00000004266.16_ Ptpn6, Ptpn6,2.430626,2.191872,4.015522,2.772795,3.086139,3.77009,9.389499,13.692996,5.638389,15.01976, Ptpn6,125.2961522,1.61672857,0.235496487,6.865191893,6.64E-12,3.80E-10
ENSMUSG00000004267.17_ Eno2, Eno2,0.762835,2.015742,0.43583,0.565377,1.667267,0.563523,2.441546,3.119909,2.488471,6.007636, Eno2,37.12155952,1.443698655,0.306003549,4.717914744,2.38E-06,2.67E-05
ENSMUSG00000004268.12_ Emg1, Emg1,40.683561,36.460739,36.214412,43.13986,34.65391,41.192404,40.975031,47.771639,39.035162,45.460028, Emg1,429.094591,-0.241375982,0.100117513,-2.410926675,0.015912047,0.042279477
ENSMUSG00000004270.14_ Lpcat3, Lpcat3,28.801133,31.424168,26.405534,32.111573,27.066853,27.809151,25.164128,33.723329,28.877224,27.749351, Lpcat3,630.0721691,-0.382794302,0.081520734,-4.695668003,2.66E-06,2.93E-05
ENSMUSG00000004285.13_ Atp6v1f, Atp6v1f,57.415651,64.793707,64.830324,72.599034,63.472085,61.892854,75.577618,87.073127,82.044216,113.33378, Atp6v1f,386.7713752,0.069645054,0.098254666,0.708821852,0.478435036,0.610144291
ENSMUSG00000004317.15_ Clcn5, Clcn5,0.28603,0.809107,0.311543,0.257135,0.775276,0.943057,0.949617,1.478265,1.063183,2.475104, Clcn5,66.14874522,1.189824527,0.27484529,4.329070095,1.50E-05,0.000125828
ENSMUSG00000004319.16_ Clcn3, Clcn3,9.896594,9.871435,10.555601,9.509104,10.666088,10.947671,8.917646,11.337317,10.579703,11.239691, Clcn3,605.3727709,-0.336478867,0.106942385,-3.146356486,0.001653184,0.006606516
ENSMUSG00000004328.16_ Hif3a, Hif3a,0.238268,1.12528,0.659635,0.396814,0.239757,0.508591,0.451906,0.461652,0.733324,0.470867, Hif3a,37.30546104,-0.429389337,0.41086694,-1.045081253,0.295985418,0.428485957
ENSMUSG00000004347.18_ Pde1c, Pde1c,12.111108,12.181098,14.469448,12.853512,10.84331,14.19393,12.79515,16.307752,15.081721,16.919505, Pde1c,794.1311908,-0.219875369,0.079246665,-2.774569354,0.005527485,0.017866204
ENSMUSG00000004356.9_ Utp20, Utp20,5.633725,8.374909,3.938436,3.254412,4.11789,5.467622,4.228135,8.115417,3.915593,6.811661, Utp20,319.0340182,-0.186136023,0.095502387,-1.949019578,0.051293087,0.109128914
ENSMUSG00000004364.15_ Cul3, Cul3,57.390479,59.979106,51.535583,54.543528,60.428375,70.727997,59.743963,55.867403,52.890713,54.639746, Cul3,1780.865861,-0.446448112,0.1056833,-4.224396021,2.40E-05,0.000186516
ENSMUSG00000004383.19_ Large1, Large1,22.50336,20.503261,21.567968,23.419991,23.605321,24.008163,21.976262,28.419019,24.874618,29.353178, Large1,1047.281292,-0.180560985,0.086220427,-2.094178744,0.036244061,0.082703019
ENSMUSG00000004393.11_ Ddx56, Ddx56,10.743882,12.326475,13.434098,12.488358,10.709931,12.960278,12.667017,18.059275,16.718931,18.056272, Ddx56,253.8108409,-0.037745339,0.099915894,-0.377771115,0.705600633,0.80159656
ENSMUSG00000004394.13_ Tmed4, Tmed4,38.326414,45.303209,41.389639,46.16065,40.01207,44.456766,46.953791,50.460319,52.641281,53.310535, Tmed4,899.3137279,-0.117146559,0.078007072,-1.501742806,0.133163544,0.233735984
ENSMUSG00000004446.13_ Bid, Bid,1.711438,2.040393,2.697169,1.808118,1.484973,2.514967,4.012557,4.749492,3.405952,4.129346, Bid,68.33805061,0.541375466,0.197493093,2.741237463,0.006120825,0.019457813
ENSMUSG00000004451.15_ Ralb, Ralb,11.436279,14.096814,8.262987,11.023942,12.381492,12.292331,19.171779,20.575939,16.110809,25.179067, Ralb,345.4119145,0.419307032,0.124839499,3.358768934,0.000782905,0.003528321
ENSMUSG00000004455.17_ Ppp1cc, Ppp1cc,60.67608,72.792149,67.707598,66.443355,72.506295,74.188012,83.837516,91.618126,72.242667,93.273568, Ppp1cc,1537.524755,-0.023239138,0.07429839,-0.312781176,0.754446918,0.836122991
ENSMUSG00000004460.18_ Dnajb11, Dnajb11,22.279012,23.876014,21.673483,22.386529,21.408854,24.126216,29.63484,37.6773,28.218416,33.315196, Dnajb11,511.7348851,0.117831074,0.081665125,1.442856709,0.14906084,0.254617279
ENSMUSG00000004462.8_ Tbccd1, Tbccd1,5.446084,8.678733,4.765877,4.902498,3.735596,9.648641,5.427358,7.474247,8.722875,10.121237, Tbccd1,137.792294,-0.107403263,0.144114273,-0.74526458,0.456111789,0.589648511
ENSMUSG00000004473.11_ Clec11a, Clec11a,0.284341,0.666568,0.248098,0.446751,0.270796,0.181336,2.473801,3.715572,1.028361,7.371556, Clec11a,45.07530204,2.937019415,0.450168553,6.524266068,6.83E-11,2.91E-09
ENSMUSG00000004500.10_ Zfp324, Zfp324,1.139577,1.015019,1.158766,1.171596,1.163736,0.993053,1.762697,1.825699,1.665986,2.210238, Zfp324,66.31307822,0.361366874,0.16723491,2.160833968,0.030708167,0.072173552
ENSMUSG00000004508.7_ Gab2, Gab2,5.523539,8.79692,5.598764,5.347374,6.968675,8.243034,8.14339,13.596835,9.041407,13.650083, Gab2,522.7938911,0.370052973,0.131482358,2.814468639,0.004885794,0.0161058
ENSMUSG00000004530.13_ Coro1c, Coro1c,11.156222,12.1948,9.407351,8.520312,8.344986,8.673505,15.657851,22.780989,13.58238,27.285057, Coro1c,479.0681211,0.67735659,0.143314731,4.726357056,2.29E-06,2.58E-05
ENSMUSG00000004535.13_ Tax1bp1, Tax1bp1,34.430295,38.743599,35.948926,36.911021,35.534144,39.625859,38.757061,49.342394,42.676185,48.82335, Tax1bp1,1422.615555,-0.106424177,0.058451174,-1.82073635,0.068646944,0.137650877
ENSMUSG00000004558.16_ Ndrg2, Ndrg2,753.131693,862.296181,915.834555,864.232906,803.849464,903.995946,707.238253,949.87227,899.327425,827.733909, Ndrg2,15957.95519,-0.388309404,0.092258942,-4.208908042,2.57E-05,0.00019731
ENSMUSG00000004561.15_ Mettl17, Mettl17,8.224317,11.118274,11.223125,10.271887,8.759902,9.95678,10.536277,9.425843,8.870969,11.491368, Mettl17,160.9104426,-0.326853368,0.11524262,-2.83621953,0.004565105,0.01524415
ENSMUSG00000004562.17_ Arhgef40, Arhgef40,16.940694,24.614291,13.736429,18.695552,13.747412,9.496764,27.677535,45.323651,26.918576,63.343121, Arhgef40,674.9658462,0.785339322,0.193718319,4.054027146,5.03E-05,0.000350505
ENSMUSG00000004565.16_ Pnpla6, Pnpla6,6.715693,9.411834,7.003684,11.159946,7.037324,8.305506,9.711149,14.241066,11.645047,27.071432, Pnpla6,260.4927117,0.332621838,0.166638974,1.99606268,0.045927101,0.100150414
ENSMUSG00000004567.17_ Mcoln1, Mcoln1,18.185936,20.72983,22.905408,21.297424,17.940651,19.717507,20.829459,31.161462,26.93443,33.97657, Mcoln1,394.528176,-0.028656567,0.089840197,-0.318972663,0.749747243,0.833476329
ENSMUSG00000004568.14_ Arhgef18, Arhgef18,6.894832,6.288943,6.32482,6.693753,5.578916,6.07364,6.30714,8.119967,6.817305,9.38464, Arhgef18,390.0698775,-0.091003523,0.10177808,-0.894136761,0.371248723,0.506195606
ENSMUSG00000004591.17_ Pkn2, Pkn2,9.683397,11.578476,10.46463,9.374318,12.059998,11.385847,9.572321,14.862782,12.276602,14.430447, Pkn2,634.2286004,-0.113840484,0.089457813,-1.272560554,0.203174024,0.322549219
ENSMUSG00000004609.12_ Cd33, Cd33,2.509004,2.493006,1.690484,1.894575,0.925037,1.325328,2.571271,2.767814,1.720571,4.22474, Cd33,98.29412195,0.61076705,0.174556626,3.498962277,0.000467073,0.002263705
ENSMUSG00000004610.5_ Etfb, Etfb,707.925498,700.03529,751.002016,761.087229,797.355655,808.843745,702.648312,679.559736,690.81717,509.92784, Etfb,4993.152759,-0.610173146,0.147089327,-4.148316933,3.35E-05,0.000248495
ENSMUSG00000004626.15_ Stxbp2, Stxbp2,2.259478,5.003776,3.997748,4.673864,2.226349,1.32713,4.773459,12.345451,5.067032,11.731656, Stxbp2,68.72655931,1.090443651,0.329097108,3.313440392,0.000921557,0.004054234
ENSMUSG00000004630.19_ Pcp2, Pcp2,0.287715,0.796926,0.283159,0.579772,0.364303,0.69089,1.012199,0.951063,0.749608,0.972048, Pcp2,9.240517816,0.529942002,0.429550597,1.233712641,0.217310002,0.339393582
ENSMUSG00000004631.16_ Sgce, Sgce,9.736609,14.597299,9.520865,7.102866,7.827152,7.733772,15.470453,19.068061,12.443843,20.922596, Sgce,199.5381765,0.437817651,0.182385018,2.400513246,0.016372098,0.043273832
ENSMUSG00000004633.18_ Chn2, Chn2,1.221505,1.568117,0.814853,1.068782,0.961604,0.871602,0.794393,2.143956,1.453654,2.737381, Chn2,33.67483639,0.433185462,0.323671063,1.338350912,0.180782073,0.295333704
ENSMUSG00000004637.16_ Wwox, Wwox,1.78823,2.817599,2.486344,2.653009,2.17403,2.002216,2.604611,3.489355,2.676648,3.9745, Wwox,67.97235649,-0.049122429,0.174192649,-0.282000587,0.777943061,0.853316058
